news_id,category,subcategory,title,abstract
N35693,sports,baseball_mlb,"Bill Plaschke: Trout and Bellinger deserve MVPs, but fans deserve more in postseason","LOS ANGELES - The hometown sweep of baseball's Most Valuable Player awards Thursday officially anoints Los Angeles as the center of the baseball universe! No, actually, that would be Washington. The American League MVP victory by the Angels' Mike Trout and the National League MVP win by the Dodgers' Cody Bellinger validates Los Angeles as baseball's city of stars! Yeah, in a sky that goes ..."
N23336,sports,football_nfl_videos,Steelers vs. Browns highlights | Week 11,Watch Pittsburgh Steelers vs. Cleveland Browns highlights from Week 11 of the 2019 season.
N19882,travel,internationaltravel,"Prague locals tire of tourists, 30 years after end of Communism",As Czechs prepare to mark 30 years since the Velvet Revolution ended Communism - ushering in a boom in tourism and considerable wealth along with it - not all local residents see the change as positive. Emily Spychal reports.
N65145,travel,travelnews,"Greek donkeys are still being abused as 'tourist taxis,' PETA claims",The animal rights group claims that legislation recently passed to protect the animals is not being enforced.
N26202,health,health-news,Will you get dementia? Many may not understand their risk,New research suggests many American adults inaccurately estimate their chances for developing dementia and do useless things to prevent it.
N26063,news,newspolitics,An ambassador fired: What to watch on Day 2 of impeachment,"An ambassador, her firing and a pair of fixers. Those details stand at the center of Marie Yovanovitch's story, a personal ordeal she is describing to Americans and the world Friday as part of the Democrat-driven impeachment inquiry against President Donald Trump."
N5507,finance,finance-retirement,Studies show these are the best and worst states for your retirement,"Every year, multiple studies rank the best and the worst states for retirement. Often the results don't match up, so it can be hard to figure out which states really are the best retirement destinations. That's where we can help."
N5940,lifestyle,lifestyleroyals,Meghan Markle and Hillary Clinton Secretly Spent the Afternoon Together at Frogmore Cottage,Meghan Markle Invites Hillary Clinton to Her Frogmore Cottage Home
N47781,foodanddrink,tipsandtricks,Rutabaga vs. Turnip: How to Tell the Difference Between These Yummy Vegetables,You may think that they're the same but we're here to clear up the rutabaga vs turnip debate once and for all. Here's what you need to know about these tasty vegetables.
N42180,foodanddrink,foodnews,"Wendy's Is Turning 50 Years Old, And Is Gifting Us With Free Food Through 2020",How thoughtful.
N61197,health,mentalhealth,Can Work Stress Actually Be Good for You?,Can Work Stress Actually Be Good for You?
N2844,sports,basketball_nba,LeBron James: 'Everyone had doubt' whether an NBA team would sign Carmelo Anthony,"LeBron James had doubts Carmelo Anthony would get another chance to play in the NBA, had hoped Los Angeles Lakers would sign him last season."
N39369,music,music-celebrity,"American Idol Winner Phillip Phillips Welcomes First Child, Son Patch","Phillip Phillips and Wife Hannah Welcome First Child, a Son"
N29363,news,newsus,A 16-second spasm of violence leaves 2 dead at Saugus High School,"Two students were killed and three other teens were wounded in a shooting at Saugus High School in Santa Clarita on Thursday morning, authorities said."
N46634,travel,travelarticle,Esquire Names Local Restaurant Among Best In USA | Patch PM,Bestselling Author Visiting NoVa | Footage Shows Massive Water Main Break | Frustrations Mounting Over Road | 2 Arrested In Slaying
N56969,lifestyle,lifestyleroyals,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,"False, divisive, and completely untrue."
N10083,entertainment,celebrity,"Debunking the week's tabloid stories: Nov. 15, 2019",A round-up of the week's tabloid stories that totally missed the mark.
N35216,lifestyle,lifestyleroyals,Queen Elizabeth Just Rode Horseback at Age 93,The British monarch isn't letting a small thing like age keep her from living her life.
N55712,news,newsgoodnews,Liver transplant leads to unbreakable bond between strangers,"In 2016, David Landes sent a desperate email in search of living liver transplant. When Mark Henderson heard Landes' story from a friend, he made the ultimate sacrifice. They both join the 3rd hour of TODAY to talk about the incredible act of kindness and the friendship that has come from it."
N4442,lifestyle,shop-apparel,"Yep, It's From Amazon! 27 of the Best Finds From Amazon's Clothing Brands","Amazon might not have always been your first stop for stylish clothes, but the e-commerce giant is quickly establishing itself as a fashion heavyweight, not only offering styles from partner brands and luxury retailers like Shopbop (Amazon Prime members get free two-day shipping for all of the site's wares) but now entering the market with its very own labels."
N56211,news,newsus,University of Florida student president faces impeachment for Trump Jr.'s $50K campus talk,"Trump Jr. and his girlfriend Kimberly Guilfoyle spoke at the University of Florida campus Oct. 10 for $50,000."
N63415,news,newscrime,"Husband of missing woman arrested, booked on murder charges",Police in Missouri are searching for a missing woman who was last seen leaving her St. Louis area home on Tuesday.
N34436,foodanddrink,videos,How To Make Texas Chicken-Fried Steak & Creamed Gravy By Rachael,"Chicken-fried steak & gravy gets some Texas spice PLUS a side of cheesy, bacon-studded hasselback potatoes."
N49285,tv,tv-celebrity,"Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'","Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'"
N12330,news,newspolitics,Pompeo 'on shifting sand' as impeachment probe reveals his role in Ukraine pressure campaign,Critics say Pompeo's credibility has collapsed amid revelations that he enabled Rudy Giuliani to run a shadow foreign policy operation.
N36779,news,newsus,South Carolina teen gets life in prison for deadly elementary school shooting,"Jesse Osborne, the teenager responsible for a shooting at a South Carolina elementary school in 2016, was sentenced to life in prison."
N61829,tv,humor,The 30 best shows of Comedy Central's 30 years,"Comedy Central has been on the air now for 30 years. Since Nov. 15, 1989   when it was The Comedy Channel   it has been the go-to network for comedy, from original programming and movies to favorites and cult classics in syndication."
N11681,news,newspolitics,Cellphone call from Ukraine could compound Trump's troubles,"When Donald Trump was constructing the opulent Trump Tower in Midtown Manhattan four decades ago, he was infuriated when he saw a thin layer of golden-hued marble lining the walls and column in the lobby, and ordered aides to make it appear twice as thick. Sure, he had architects and engineers to handle those decorating details so that he could focus on the building's ..."
N53242,video,science,How to Watch the Leonid Meteor Shower This Weekend,Look up this weekend to catch shooting stars radiating from the constellation Leo.
N1952,travel,travelnews,Maze of tunnels reveals remains of ancient Jerusalem,Controversial excavations under the Holy City uncover layers of history and stoke long-standing tensions.
N34130,tv,tv-celebrity,The Kardashians Face Backlash Over 'Insensitive' Family Food Fight in KUWTK Clip,Kardashian's Face Backlash Over Family Food Fight
N22257,travel,travelnews,Southwest's Spring Travel Sale Includes $39 One-way Tickets,Southwest Airlines wants you to start planning your 2020 travels.
N12446,news,newsgoodnews,Homeless woman living in SUV with dogs moves into apartment with community's help,Two friends in suburn Philadelphia reached out to residents via the Nextdoor app to get food and housing for a former pharmacist with health issues living in an SUV.
N29490,sports,baseball_mlb,'This tarnishes everything': Astros cheating allegations have baseball world demanding punishment,The Houston Astros are facing public backlash over revelations that the team may have been using electronic means to steal signs.
N54398,foodanddrink,newstrends,Denver Could Soon Allow Drinking on the Street in Certain Bar Districts,"Plus, a Highland bakery moves"
N32237,health,wellness,Experts Explain Why You Might Want to Stop Sleeping on Your Stomach and How to Do It,It may be time to make over your sleep habits   here's why and how to do it.
N6858,news,newsus,"Washington had 4th highest hate crime total in 2018, FBI report says","The number of hate crimes across Washington plateaued from 2017 to 2018, going from 510 to 506 of reported incidents. But the state was still had the fourth-highest number of hate crimes behind California, New York and New Jersey, according to a new FBI report. The barely receded numbers also reflected how hate crimes changed across the country, going from 7,175 in 2017 to 7,120 in 2018. However, the data showed a huge jump in one breakdown of..."
N3841,entertainment,celebrity,"Week in celebrity photos for Nov. 11-15, 2019","Week in celebrity photos for Nov. 11-15, 2019"
N6638,sports,football_ncaa,Opinion: Baylor football back on top four years after sexual assault scandal rocked campus,"For many watching Saturday night, it will be difficult to get past the name Baylor when the undefeated Bears play Oklahoma. Perhaps that's fair."
N42844,tv,tvnews,Survivor Contestants Missy Byrd and Elizabeth Beisel Apologize For Their Actions,Survivor contestants Missy Byrd and Elizabeth Beisel posted apologies to Twitter after they were shown onscreen using a fellow contestant's assault story to their advantage in the game
N2716,finance,finance-billstopay,How to Set Boundaries When Your Family Is Bad With Money,"When I asked recently about bad money habits you learned from your parents, you chimed in with stories of debt, despair, and the bumpy roads you've taken to financial stability. But just because you (eventually) learned not to make the same mistakes your parents made doesn't mean that your entire family tree is cured of its financial flaws."
N45612,news,newspolitics,Trump hammers Dems for impeachment focus at Louisiana rally: 'We did nothing wrong -- and they're doing nothing',"President Trump is testing the strength of his political influence in the face of Washington's impeachment drama, as he headlines a rally in Louisiana on Thursday night to try to oust the state's governor, a Democrat."
N49554,foodanddrink,tipsandtricks,How to Make Buttermilk At Home With Just 2 Ingredients,Whipping up a recipe that calls for some buttermilk? No need to run to the store! Here's how to make buttermilk at home in just 10 minutes.
N34044,lifestyle,awardstyle,"It's the Latin Grammys 20th Anniversary, and the Red Carpet Was as Extra as We Expected and More!","It's been 20 years of the Latin Grammys, and Latinx and Hispanic celebs didn't come out to play but rather slay the red carpet."
N53754,news,newsus,"Trump's Washington hotel has fallen behind competitors, with rooms running nearly half empty, marketing materials show",A real estate firm hired by Trump's company distributed the materials to potential buyers.
N54197,news,newsus,"Statue of Sully, service dog for late George H.W. Bush, to be unveiled next month","A bronze, life-sized statue of Sully, the service dog for the late President George H.W. Bush, will be dedicated to his presidential library in Texas next month."
N50055,sports,basketball_nba,Report: Carmelo Anthony returning to NBA with Trail Blazers,"After months on the open market and fans clamoring for an NBA return, Carmelo Anthony finally has a new home."
N37577,news,newsus,Makah Tribe Seeks Permission To Hunt Gray Whales In Washington,"The Makah are continuing a lengthy legal battle this week, hoping to restore the tribe's historical whaling rights."
N3174,news,newsus,"Drug trafficking through Venezuela has skyrocketed, says U.S. military chief","Drug trafficking through Venezuela has increased dramatically and constitutes a threat to the security of the region, said the admiral in charge of the U.S. Southern Command, Craig S. Faller, after opening remarks at a Caribbean Nations Security Conference in Miami on Thursday."
N8373,travel,travelnews,Video shows a Boeing 737 plane carrying 196 people burst into flames just after landing at an Egyptian airport,"The plane, operated by EgyptAir and owned by Ukrainian budget airline SkyUp, burst into flames while it was still taxiing to its gate."
N57007,news,newsworld,Highway blockade reveals splits in Hong Kong protest movement,Highway blockade reveals splits in Hong Kong protest movement
N9284,lifestyle,lifestyleroyals,"Prince Harry and Prince William's Rift Is ""One of the Main Reasons"" the Sussexes Are Skipping Royal Christmas",Santa is shook.
N63421,travel,travelnews,Australia's Qantas operates 19 ½ hour London-Sydney flight,"PERTH, Australia (AP)   Australia's national carrier Qantas has completed a 19-and-a-half hour non-stop flight from London to Sydney, part of a series of tests to assess the effects of very long-haul flights."
N8455,news,newsus,Arizona's tiny desert owl has new chance for protection,PHOENIX (AP)   Environmental groups say a tiny desert owl that makes its nest inside cavities of Arizona's saguaro cactus has a new chance for federal protection.
N13347,news,newspolitics,Trump: Impeachment has been 'very hard on my family',"The president's comments came one day after the first day of public testimony, and just hours ahead of the Friday appearance of former U.S. ambassador to Ukraine Marie Yovanovitch."
N41596,sports,football_nfl,Myles Garrett bashes Mason Rudolph with helmet in Browns-Steelers fight,"A major melee broke out at the end of the Pittsburgh Steelers-Cleveland Browns game on Thursday night, and a fight between Myles Garrett and Mason Rudolph led to it all."
N38901,video,popculture,Epic 'Jeopardy!' rematch gets off to a hot start,"James Holzhauer and Emma Boettcher finally reunited in the Jeopardy! Tournament of Champions 2-night final. Boettcher knocked Holzhauer out of regular Jeopardy! play back in June, when he was only $58,484 short of Ken Jennings massive $2.62 million in winnings. Ever since that day fans have been hoping for a rematch. Leading up to the rematch, Holzhauer had playfully tweeted about getting his revenge. He got off to a hot start, answering 23 clues correctly. Boettcher was only able to get 13 correct answers, so going into ""Final Jeopardy!"" Holzhauer ($37,412) had nearly three times as much money as Boettcher ($13,200). Boettcher went all in with her wager for the category ""Old Testament Book."" The clue was, ""By Hebrew word count, the longest book bears this name that led to a word for a long complaint or rant."" Emma correctly answered, ""What is Jeremiah?"" Holzhauer also got the correct answer and bid $11,914, bringing his grand total for the first night to $49,326. Fans took to Twitter to discuss his dominant performance. It should be noted that there is a third contestant in the finals, Francois Barcomb. Unfortunately he ended the night with only $1,800 and it is highly unlikely he will pose much of a threat to the other juggernauts."
N41946,sports,football_nfl,Opinion: NFL should suspend Browns' Myles Garrett for rest of season   at minimum   for helmet swing,"The Browns won on Thursday, but only in the most literal sense. Pro Bowl defensive end Myles Garrett changed everything with the swing of a helmet."
N14637,news,newsus,"After Saugus High School shooting, prayer unites a grieving community","A day that began with the shock of a school shooting in Santa Clarita ended in prayer for many families who gathered for vigils in the area. Standing before hundreds of people at Grace Baptist Church in Santa Clarita on Thursday night, Pastor David Hegg acknowledged that students and parents may be grappling with how to make sense of the shooting at Saugus High School, which left two students ..."
N13556,finance,markets,Treasury yields tick higher amid uncertainty over US-China trade deal,"U.S. government debt prices were lower Friday morning, as traders monitored U.S.-China trade developments."
N15066,music,ads-latingrammys,Latin GRAMMYs 2019: Best Moments of the Night!,"The 2019 Latin GRAMMYs were full of memorable moments, surprising wins, epic performances and tributes to beloved Latin stars."
N31141,sports,football_nfl_videos,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',"Pittsburgh Steelers quarterback Mason Rudolph tell us what he thinks about the ""TNF"" incident."
N7330,news,newsworld,The week in history: Nov. 18-24,Every week we round up some of the major events and happenings from a week in history. Follow this series to see the timeline of the most important past moments.
N33397,news,newscrime,5 arrested in connection with deadly shooting at Airbnb Halloween party,"Police have arrested five suspects in the Halloween shooting at a California Airbnb that left five partygoers dead. The arrests came during a coordinated police operation in four Northern California cities, reported San Francisco ABC station KGO. Five partygoers were killed on Halloween night at a house in the affluent town of Orinda, just east of Berkeley, that had been rented through Airbnb."
N55371,sports,basketball_nba,"Plumlee, bench help Nuggets rally past Nets 101-93","DENVER (AP)   Nikola Jokic had 18 points and 10 rebounds, Mason Plumlee provided a boost off the bench and the Denver Nuggets wore down the Brooklyn Nets in a 101-93 win Thursday night. The Nets were playing their fourth road game in seven nights. They shot 23% in the second half. Paul Millsap added 18 points for a Nuggets team that's proving adept at rallying late. They overcame a 21-point, four-quarter deficit in a win over Philadelphia last..."
N23691,tv,tv-celebrity,Robert Irwin Says He's 'So Stoked' to Walk Big Sister Bindi Down the Aisle at Her Wedding,Robert Irwin Is 'Stoked' to Walk Big Sister Bindi Down the Aisle
N23629,news,newscrime,Thieves Steal $40K Worth Of Equipment From Volunteer Fire Station,Tens of thousands of dollars in gear stolen were from the Mountain View volunteer fire department.
N52104,news,newsworld,Corbyn launches plan to give free broadband to everyone in Britain,Labour leader says proposed roll-out would bolster economy and help tackle climate crisis
N32734,autos,autossports,End Of An Era As Chevy Has Built The Last Front-Engined Corvette,It's a Z06 coupe previously sold for $2.7 million for a noble cause.
N18409,lifestyle,lifestylecelebstyle,20 Style Lessons Chrissy Teigen Taught Us That We'll Remember Until the End of Time,"There are plenty of stylish women whose wardrobes we'd love to raid: Meghan Markle's, with all her colorful dresses."
N62894,entertainment,celebrity,38 men who were worthy competitors for John Legend's Sexiest Man Alive title,"John Legend was revealed as People's Sexiest Man Alive this year, but here are 38 other undeniably sexy men we think deserved the title."
N6340,finance,markets,China Lifts 4-Year Ban on U.S. Chicken,"China has agreed to lift a more than four-year-old ban on U.S. poultry imports, both governments said, in what a U.S. industry group said could lead to sales of $2 billion of poultry."
N37233,news,newsgoodnews,Amari gets heroic birthday surprise,Meet this week's inspiring kid.
N31503,finance,markets,Jack Ma Says U.S.-China Trade Tension Could Last 20 Years,"Jack Ma, the co-founder and former chairman of Alibaba Group Holding Ltd., said the U.S.-China relationship could face 20 years of ""turbulence"" if the two superpowers aren't careful in how they handle trade."
N47906,travel,video,Sudan Is Looking To Restore Pyramids And Attract Tourists & Visitors,"Despite conflicts and crisis, Sudan is looking to bring in tourists and visitors to such places as the Royal Pyramids of Meroe. Veuer's Mercer Morrison has the story."
N25491,health,health-news,Patrick Dempsey Is 'Grateful' to Offer Free Cancer Care After His Mother's 'Devastating' Battle,"The actor opened the Dempsey Center in his hometown of Lewiston, Maine, in 2008."
N48707,tv,tv-celebrity,Joanna Gaines Posts Sweet Birthday Tribute to Husband Chip: '45 Looks Good on You',Joanna Gaines Posts Sweet 45th Birthday Tribute to Husband Chip
N42515,news,newsus,Trump admin preparing to take over private land for border wall,The Trump administration is preparing court filings to begin taking over private land to build its long-promised border wall as early as this week   without confirming how much it will pay landowners first.
N54125,finance,finance-insurance,"Bad news, seniors: Your Medicare costs are going up","It's probably the last thing enrollees want to hear, but better to know what you're in for."
N15052,autos,autosnews,Metro finishes $176M escalator replacement project after eight years,Outdoor canopies are still planned for some station entrances
N3380,news,newspolitics,3 things to watch for in Friday's Trump impeachment hearing,"Marie Yovanovitch, former U.S. ambassador to Ukraine, is scheduled to testify on Friday at 10 a.m. ET in the second public hearing of the House impeachment inquiry of President Trump."
N19685,news,newspolitics,"Brett Kavanaugh calls Ruth Bader Ginsburg 'inspiration,' heaps gratitude on allies","In his first speech as a Supreme Court justice, Brett Kavanaugh heaped ""gratitude"" on his supporters and hailed Ruth Bader Ginsburg as an ""inspiration."""
N31679,entertainment,celebrity,Biggest celeb weddings of the last decade,Take a look back at the most memorable and extravagant celeb weddings that went down in the 2010s.
N31958,sports,football_nfl,Opinion: Colin Kaepernick is about to get what he deserves: a chance,The end may be near for the 3-year-old saga of Colin Kaepernick as the quarterback is scheduled to work out for teams on Saturday.
N58081,news,newsus,Flooded Venice had tourists taking selfies and residents in tears,There's a sense that life in one of the world's most improbable and spellbinding cities is becoming unviable.
N53075,news,newsworld,"U.N. Query on Syria Hospital Bombings May Be Undermined by Russia Pressure, Limited Scope","The aerial bombings of hospitals in rebel areas of Syria have long stood out as possible war crimes, so brazen that the leader of the United Nations ordered a special inquiry three months ago, raising hope of some accountability. But with evidence accumulating that the Syrian government's Russian allies are responsible for some of those bombings, the opposite appears to be happening. The scope of the inquiry has so far been limited to just seven..."
N57327,lifestyle,lifestylebuzz,Please Don't Yell at Your Dog!,A new study shows it can cause long-term psychological impacts.
N49712,news,newsgoodnews,"Wisconsin bus driver saves children wandering in snow, as deadly Arctic air mass grips US","As bitter cold took hold across the Midwest earlier this week, a sharp-eyed bus driver in Wisconsin was credited with helping rescue two children who were very underdressed for the weather conditions."
N47576,finance,finance-real-estate,10 reasons it's better to rent rather than buy a home,Forget building equity. Here are 10 reasons you want to rent instead.
N11784,video,animals,Spot the Dog One Out - Pooch Fades Into the Crowd as Sheep Stop Traffic,"A group traveling along a remote road in Gjirokastër, Albania, on November 11 had to do a double-take as they passed a flock of sheep blocking traffic. There, among the sheep, was an equally white and fluffy dog who looked more than happy to join the crowd. A German visitor to the region, Matthias Goedeking, took the video and told Storyful that he and his traveling companions originally came across ""a herd of sheep on the road and a shepherd who was visibly unhappy about that fact."" When they spotted the dog in the crowd, they followed alongside the pooch for a while, before it disappeared   Where's Waldo? style   into the white mass of sheep surrounding it. Goedeking said a combination of very careful driving, the ""shepherd banging his crook"" on a railing, as well as ""lots of honking the car"" got him and his companions past the horde of furry creatures in the end. Credit: Matthias Goedeking via Storyful"
N48487,entertainment,entertainment-celebrity,"The latest on Brad Pitt and Angelina Jolie's post-split relationship, plus more news","Brad Pitt reportedly wants to see his kids more than Angelina Jolie has made possible. Plus, more celebrity news for Nov. 14, 2019."
N27742,news,newsus,"Missouri took 'extreme actions' to limit reproductive rights, House panel hears","Tracking patients' periods and medically unnecessary pelvic exams amount to 'state-sponsored abuse', says congresswoman"
N28345,lifestyle,lifestylecelebstyle,Kristen Bell's Cozy Look Is a Lesson in Winter Airport Fashion,"Kristen Bell wore the coziest sweater dress, combat boots, and wool coat to the airport, and you can shop her outfit at Nordstrom."
N64724,finance,finance-taxes,Tax-Filing in 2020: What Is My Tax Bracket?,Here's how to determine what tax bracket you fall into and its impact on taxes owed.
N36288,movies,movies-celebrity,Victim in Kevin Hart's car accident speaks out for 1st time,Rebecca Broxterman reflects on the accident and the recovery.
N57359,news,newscrime,Washington police announce arrest of 'Potomac River rapist',"A man known as the ""Potomac River rapist"" who sexually assaulted at least 10 women and murdered one in the Washington area in the 1990s has been arrested, police said Thursday. Giles Warrick, 60, was taken into custody on Wednesday in the state of South Carolina, Washington police chief Peter Newsham announced at a press conference."
N2307,finance,finance-companies,NASA Faulted for 'Unnecessary' $287.2 Million Boeing Payment,"NASA paid Boeing Co. an ""unnecessary"" $287.2 million premium for work on a new space vehicle -- a payment meant to compensate for scheduling delays caused by the company, a government audit found."
N23675,foodanddrink,videos,How to Make Chicken Parm Spaghetti Squash,"This family friendly spaghetti squash dinner is a delicious (and low-carb) twist on an old favorite: chicken Parmesan. Loads of melty cheese will make this dish an easy sell for the kids, and the veggie vessel means you're packing in plenty of nutrie"
N16120,news,newscrime,Stephanie Parze's Car Is at Home. So Is Her Phone. But She's Missing.,"Her car was in the driveway. Her phone was on the couch. Her dog was running around. Everything about Stephanie Parze's home in New Jersey, her father says, seemed undisturbed   except that she was not there. The last time her mother saw Ms. Parze, they had kissed goodbye after a night out with friends and family, according to a report."
N7342,travel,voices,What Happens When Your Cruise Has to Rescue Another Ship,"Celebrity Cruises' 'Xpedition' ran aground in the Galapagos last week, but what followed was a master class in how to respond."
N48740,lifestyle,voices,I've been writing about tiny homes for a year and finally spent 2 nights in a 300-foot home to see what it's all about   here's how it went,"I stayed in a tiny house for three days to see what the fuss was all about, and I was surprised by what I saw."
N42670,health,health-news,Cannabis Use Disorder is Rising in U.S. States Where Weed is Legal,Cannabis use disorder is where a person's use of the drug negatively affects their life over the course of 12 months.
N1360,travel,travelnews,A New York City-themed Aquarium Is Opening in the American Dream Mall,A New York City-themed SEA LIFE Aquarium will in the American Dream mall in New Jersey in the spring of 2020.
N12769,news,newspolitics,"Trump asks Supreme Court to shield his tax returns from prosecutors, setting up historic separation-of-powers showdown",The president's personal lawyers have asserted broad immunity claims in trying to block investigations into his business records.
N22978,foodanddrink,tipsandtricks,"The Best (and Worst) Store-Bought Onion Rings, Ranked","Onion rings make the perfect crispy, crowd-pleasing treat."
N6645,foodanddrink,videos,How To Make Garlic Bread Mac & Cheese By Rachael,Rach's fool-proof mac and cheese base gets a tasty dose of garlic breadcrumbs in this yummy comfort food mash-up.
N19683,weather,weathertopstories,Boulder Scientists Launch NOAA-Funded Weather 'Time Machine' Project,"Last month, a NOAA-funded research team launched a new version of a weather ""time machine"" it has been working on since 2011."
N62805,video,viral,Daring rescue attempt when dog winds up on roof,"It took a lot of trust and time to get this scared pup off a two-story roof, but eventually he came down all thanks to one kind human."
N37204,health,health-news,"Model, 23, Didn't Know She Was Pregnant Until She Gave Birth to a Full-Term Baby in Her Bathroom","An Australian model recently had a life-changing surprise when she gave birth to a baby in her bathroom, despite not knowing that she had been carrying her daughter for nine months."
N496,music,cma-awards,Fashion hits and misses from the 2019 Country Music Association Awards,"From Nicole Kidman to Pink, see the best and worst dressed stars at the 2019 Country Music Association Awards."
N38779,news,newsus,'One in a million' deer captured on camera in Michigan woods,Retired Michigan lawmaker and amateur photographer Steven Lindberg took pictures of a deer. That deer had three antlers.
N14273,foodanddrink,tipsandtricks,You can start cooking your pasta in cold water   Alton Brown has been doing it for years,I put the Food Network star's unconventional trick for cooking pasta to the test and found that it actually works.
N26488,movies,movies-gallery,50 Best Movie Sequels of All Time,A successful film franchise can ensure box office earnings like few other movie offerings can.
N27936,movies,movies-gallery,50 Worst Movie Sequels of All Time,Movie sequels and prequels are becoming more common than ever.
N4331,travel,internationaltravel,Five Great Holiday Cruises Worth Taking,These trips will make it the merriest of seasons.
N34190,foodanddrink,videos,How to Make Air-Fried Cookies,"Did you know that you can bake cookies in your air fryer? After a little bit of experimentation, Nicole is impressed with the results."
N63342,video,viral,Why 17-Year-Old Can't Get Out of Her Seatbelt,It was an unusual emergency when a 17-year-old girl got hopelessly tangled in her seatbelt.
N30503,lifestyle,lifestylefashion,100+ Street Style Shots to Inspire Your Winter Look (Because You Deserve Better Than a Sweater and Jeans),"Getting dressed should be fun, yes, even in the dead of Winter."
N6388,news,newsgoodnews,Female Thunderbird pilot inspiring others to chase their dreams,Michelle Curran flew 160 combat hours in Afghanistan before joining the team
N58171,video,viral,Video shows miraculous escape for train passengers,Hundreds of Indian passengers had a narrow escape after two trains collided in Andhra Pradesh state.
N46495,finance,finance-credit,Get the most out of your credit card with these 25 unexpected perks,25 unexpected credit card perks
N42478,autos,autoslosangeles,2019 Los Angeles Auto Show Preview,Get ready for the 2019 Los Angeles Auto Show
N926,health,wellness,What Menopause Does to Women's Brains,Two-thirds of Alzheimer's patients are women. My foggy 53-year-old brain could help explain why.
N17031,tv,tvvideos,Lamar Odom is Engaged to Girlfriend Sabrina Parr -- See Her Stunning Ring!,The former basketball star revealed the news on Instagram.
N7618,autos,autosnews,Ford v Ferrari: the real story,The film about the epic Le Mans rivalry promises to be a must for car fans - and this is the real story behind it
N3159,finance,finance-savemoney,Discounted Gift Cards and Other Easy Ways to Cut the Cost of Holiday Shopping,These tools and tricks can help you rein in spending on gifts for loved ones.
N51010,news,newsus,Residents ordered to shelter in place in Evans,"Late Thursday night, Police in Evans had ordered residents around 37th St. and Marigold St. to shelter in place due to police activity in the area. That area is about one mile west of Highway 85 and a little over one mile south of Highway 34. The situation on Marigold St., which led to the order of a shelter in place, was resolved early Friday morning, according to a tweet from Evans Police. A shelter in place means residents should remain..."
N45912,tv,tv-celebrity,Lena Waithe Reveals She Secretly Married Her Longtime Love,Lena Waithe and longtime love Alana Mayo secretly got married! Watch the Masters of None star talk about their wedding on The Ellen DeGeneres Show with guest host John Legend here.
N23355,health,health-news,Apple bans vaping apps from the App Store,Apple also removed 181 vaping-related apps currently in the App Store.
N29393,finance,finance-retirement,Supporting your adult children can ruin your retirement plans,"Prepare your children early in life to be financially independent. If not, your retirement plan may need to include funding your irresponsible adult child's lifestyle, in addition to funding your own retirement."
N17672,news,newsus,"'National tragedy': Surveillance, staffing under review after deaths at VA hospital","After 10 patients died in a suspected serial killing case at a West Virginia VA hospital, the agency is reviewing surveillance and staffing protocols."
N38951,news,newsworld,Ukraine 'invisible' as impeachment hearings focus on Washington drama,"There is a long standing issue of countries overlooking Ukraine, said Duncan Allan, a former British diplomat who served in embassies in Kyiv and Moscow."
N28682,sports,football_nfl,"Browns apologize to Mason Rudolph, call Myles Garrett's actions 'unacceptable'","Players often defend their teammates when commenting on an incident like the one we saw Thursday, but the immediate reaction from Mayfield and others proves just how far Garrett crossed the line."
N53113,sports,football_nfl,Do the Broncos have a second round curse?,Does reality match the perception that the Broncos have been terrible at finding starters in the 2nd round this century? How does Denver compare to the rest of the NFL?
N51470,weather,weathertopstories,There's a place in the US where its been over 80 degrees since March,"The Weather Service reports the last time the daily high was below 80 degrees was on March 27 when the high only reached 78 degrees -- which, let's be honest, is still pretty warm."
N24802,news,newsus,3 Indiana judges suspended after a night of drinking turned into a White Castle brawl,"Hours before they were to attend an educational conference in Indianapolis, three judges went out drinking for a few hours and decided to walk to a strip joint."
N33176,news,newsus,Surviving Santa Clarita school shooting victims on road to recovery: Latest,"What should have been a normal Thursday spiraled into a nightmare for students and teachers at Saugus High School in Santa Clarita, California."
N24275,news,newsworld,Israel says it is probing 'harm caused to civilians' from deadly Gaza air strike,Israel says it is probing 'harm to civilians' from deadly Gaza air strike
N11390,news,newscrime,Police find 26 children behind false wall at Colorado day care,"The state of Colorado has suspended the license for Play Mountain Place daycare in Colorado Springs after they uncovered 26 children behind a false wall in the owner's basement, all under the age of three-years-old."
N46162,autos,autosnews,12 Cars Lose Consumer Reports' Recommendation Over Reliability Issues,"The Ford F-150, Honda Passport, and others no longer have the designation, but 20 models gain it"
N37055,news,newsworld,"At NATO summit, Trump to stress US allies' defense spending","President Donald Trump will try to convince U.S. allies that they should increase defense spending when he attends a meeting of NATO leaders next month in London, the White House said Friday."
N55396,video,popculture,Watch These Two Love Birds Perform a Heart-Shaped Swan Dance,Were they already a couple or is this love at first sight? Buzz60's Tony Spitz has the details.
